registro_id,data,ano,mes,dia,segmento,empresa,cidade,numero_clientes,ticket_medio,receita,custo,lucro,indice_satisfacao,taxa_ocupacao,taxa_crescimento,custo_marketing,investimento_publicidade,previsao_vendas,previsao_custos,sensibilidade_negocios,indice_correcao,programacao_linear,regiao,estado,pais,tipo_cliente,canal_venda,categoria_produto,tipo_servico,plano,faixa_etaria,genero,fonte_trafego,dispositivo,sistema_operacional,navegador,quantidade_produtos,custo_por_cliente,receita_por_cliente,lucro_por_cliente,desconto_medio,percentual_desconto,taxa_conversao,vendas_por_vendedor,comissao_vendas,valor_impostos,frete_medio,pedidos_por_cliente,LTV,CAC,MRR,ARR,receita_media_diaria,custo_por_clique,custo_por_mil_impressoes,taxa_de_clique,impressoes,cliques,leads_gerados,custo_por_lead,ROAS,avaliacao_media,numero_avaliacoes,NPS,CSAT,reclamacoes,tempo_medio_resposta,tempo_medio_entrega,taxa_devolucao,nivel_estoque,giro_estoque,custo_estoque,numero_fornecedores,taxa_de_defeito,usuarios_ativos,tempo_medio_sessao,taxa_retencao,churn_rate,funcionalidade_mais_usada,numero_sessoes,RevPAR,taxa_evasao,tempo_medio_atendimento,despesa_administrativa,despesa_com_pessoal,despesa_fixa,despesa_variavel,despesa_tributaria,despesa_financeira
20,2022-12-04,2022,12,4,TI,da Luz Ltda.,Novaes,67,30.1,2016.7,1348.93,667.77,4.5,,6.37,361.9,11777.61,2196.07,1437.82,21.09,1.044,656.27,Piauí,PB,Brasil,B2B,Representante,,Treinamento,Gratuito,46-55,Masculino,Anúncio pago,Mobile,Windows,Outro,0,20.13,30.1,9.97,52.37,63.5,6.35,0,0.0,276.88,0.0,2.71,120.44,41.02,1873.81,22485.72,67.22,0.08,5.39,0.24,2258,5,139,2.6,0.17,4.6,21,-40,2,7,14.29,5.25,7.18,0,0.0,0.0,9,1.3,36,43.81,60.58,6.75,FuncC,43,,,,3273.62,4101.91,12740.95,7548.48,268.38,922.15
201,2022-12-04,2022,12,4,TI,Martins e Filhos,Monteiro,1,27.79,27.79,17.9,9.89,8.6,,-50.29,2.01,6684.94,29.69,18.98,1.29,1.023,1040.05,Minas Gerais,PA,Brasil,B2B,Online,,Consultoria,Premium,26-35,Outro,Email,Desktop,iOS,Edge,0,17.9,27.79,9.89,80.92,74.44,3.86,0,0.0,6.06,0.0,3.64,31.58,118.41,25.84,310.08,0.93,6.28,13.5,4.37,8271,361,196,0.01,0.0,1.3,97,78,4,5,10.31,9.33,6.37,0,0.0,0.0,5,8.66,106,18.64,22.58,10.52,FuncB,22,,,,5686.92,0.0,13497.12,17935.91,3.3,313.19
486,2022-12-04,2022,12,4,TI,Caldeira Gonçalves Ltda.,Albuquerque de Moura,1,44.19,44.19,31.31,12.88,9.1,,4.64,4.5,10095.15,47.84,32.26,67.57,0.913,2166.65,Rondônia,MS,Brasil,B2B,Aplicativo,,Suporte,Básico,26-35,Masculino,Email,Mobile,Linux,Firefox,0,31.31,44.19,12.88,19.61,30.74,3.8,0,0.0,5.84,0.0,1.34,1.43,177.18,36.64,439.68,1.47,0.96,19.09,0.0,969,0,2,2.25,0.0,1.0,109,-19,5,25,13.05,9.16,5.14,0,0.0,0.0,1,3.97,28,157.61,31.9,19.64,FuncB,89,,,,3900.64,7524.01,10703.14,25295.04,2.74,272.0
814,2022-12-04,2022,12,4,TI,Fernandes Novais S.A.,Correia,1,46.95,46.95,34.82,12.13,7.3,,-42.08,9.32,22958.58,53.6,37.44,36.03,0.99,1762.7,Alagoas,MA,Brasil,Pessoa Física,Telefone,,Suporte,Teste,36-45,Outro,Direto,Tablet,iOS,Firefox,0,34.82,46.95,12.13,1.27,2.63,18.98,0,0.0,8.05,0.0,4.34,617.59,142.22,55.07,660.84,1.57,6.22,25.01,17.31,8361,1447,99,0.09,0.0,1.7,238,22,2,18,12.94,1.3,21.11,0,0.0,0.0,16,4.67,23,37.12,32.87,27.04,Outra,150,,,,2473.96,291.28,17945.93,36651.75,3.66,1495.86
1243,2022-12-04,2022,12,4,Varejo,da Rosa S/A,Mendonça da Prata,1,32.05,32.05,25.9,6.15,7.4,,-52.89,3.5,33479.22,36.69,26.39,12.7,0.974,1444.14,Ceará,PB,Brasil,Pessoa Física,Online,Livros,,,46-55,Masculino,Direto,Tablet,Linux,Firefox,80,25.9,32.05,6.15,90.01,73.74,19.5,14,1.33,8.15,0.0,12.02,91326.37,256.84,0.0,0.0,1.07,9.29,17.97,11.44,15448,1767,163,0.02,0.0,1.0,89,-17,2,3,22.79,4.49,60.1,318,0.94,2421.54,55,4.1,0,56.21,24.27,18.08,,179,,,,4433.28,14679.0,25504.95,25296.87,1.74,198.65
1611,2022-12-04,2022,12,4,Varejo,Novais Ltda.,Pereira,1,32.73,32.73,22.01,10.72,8.5,,142.95,6.42,21976.66,37.02,22.51,5.18,1.045,1870.24,Bahia,BA,Brasil,Pessoa Jurídica,Representante,Eletrônicos,,,46-55,Feminino,Direto,Desktop,macOS,Chrome,19,22.01,32.73,10.72,186.45,85.07,0.51,2,1.17,6.11,1.19,3.05,17884.27,55.97,0.0,0.0,1.09,27.98,29.18,11.44,1338,153,243,0.03,0.0,4.9,48,-44,4,39,19.38,7.39,65.61,130,1.94,1091.77,40,2.55,0,73.69,52.94,5.59,,198,,,,6958.82,38376.2,36729.41,15049.37,3.96,1484.93
2369,2022-12-04,2022,12,4,TI,Albuquerque,Novais de Ribeiro,1,33.87,33.87,27.53,6.34,7.7,,4.2,2.27,390.91,36.2,27.83,19.81,1.063,1163.06,Paraíba,AC,Brasil,B2C,Telefone,,Consultoria,Gratuito,55+,Outro,Anúncio pago,Desktop,macOS,Outro,0,27.53,33.87,6.34,104.86,75.59,10.18,0,0.0,4.43,0.0,2.05,10.0,50.64,32.5,390.0,1.13,32.1,56.73,21.23,39882,8466,419,0.01,0.09,2.3,141,94,2,50,106.68,8.86,51.63,0,0.0,0.0,6,5.31,192,387.07,22.96,26.45,FuncA,479,,,,16741.16,77947.5,29655.54,12847.0,2.6,3129.56
2775,2022-12-04,2022,12,4,Varejo,Marques,da Cruz,1,40.05,40.05,35.96,4.09,8.6,,63.1,3.22,32525.36,42.9,38.46,86.97,0.991,544.98,Sergipe,BA,Brasil,Pessoa Jurídica,Telefone,Alimentos,,,18-25,Outro,Rede social,Mobile,Windows,Outro,63,35.96,40.05,4.09,77.8,66.02,6.37,11,1.56,5.86,1.34,6.78,57.28,118.12,0.0,0.0,1.33,21.81,33.14,13.02,44626,5810,454,0.01,0.0,5.0,1,-61,3,32,87.16,10.97,56.62,282,0.9,3652.12,5,2.78,0,476.66,74.67,60.85,,591,,,,16449.3,173399.35,18652.54,15967.54,2.42,1139.38
67,2022-12-05,2022,12,5,Varejo,das Neves - EI,Pastor,34,30.0,1020.0,897.64,122.36,6.6,,11.07,60.52,13408.2,1118.26,975.62,21.64,1.022,565.69,Piauí,SC,Brasil,Pessoa Jurídica,Aplicativo,Roupas,,,46-55,Feminino,Anúncio pago,Tablet,Android,Chrome,46,26.4,30.0,3.6,81.15,73.01,6.98,7,17.36,160.25,0.0,2.72,40.45,52.05,0.0,0.0,34.0,0.27,6.9,4.55,1262,57,241,0.25,0.08,4.8,8,-62,3,21,19.32,7.66,2.37,108,0.58,1615.94,15,3.04,0,13.95,57.45,2.2,,40,,,,3317.42,0.0,11134.79,11462.25,105.75,149.82
469,2022-12-05,2022,12,5,Varejo,Moreira S/A,Cavalcanti,1,41.2,41.2,37.37,3.83,7.3,,-19.76,6.25,15836.39,43.36,37.4,20.09,1.047,2043.48,Goiás,PE,Brasil,B2B,Telefone,Alimentos,,,46-55,Masculino,Rede social,Tablet,macOS,Safari,41,37.37,41.2,3.83,16.68,28.82,3.38,4,0.75,6.89,2.36,1.36,0.99,175.8,0.0,0.0,1.37,0.34,4.03,0.34,1725,5,55,0.11,0.0,1.9,126,-26,1,24,8.22,7.25,14.42,29,1.38,379.59,8,4.12,0,187.59,6.93,17.44,,87,,,,5504.65,14326.78,13985.88,21445.74,3.2,0.0
671,2022-12-05,2022,12,5,TI,Vargas Albuquerque e Filhos,Correia Verde,1,50.86,50.86,39.01,11.85,6.8,,-38.33,2.71,4514.7,57.06,41.06,49.6,0.948,1028.38,Mato Grosso do Sul,ES,Brasil,Pessoa Física,Online,,Suporte,Básico,18-25,Masculino,Email,Mobile,iOS,Safari,0,39.01,50.86,11.85,87.26,63.18,5.03,0,0.0,8.13,0.0,2.88,102.69,127.69,52.88,634.56,1.7,2.33,17.78,16.04,13832,2218,56,0.05,0.01,1.8,122,11,5,21,11.99,2.5,19.73,0,0.0,0.0,18,1.87,95,67.13,79.3,33.93,FuncA,108,,,,6732.36,10127.21,13184.06,31750.98,7.33,824.91
820,2022-12-05,2022,12,5,Varejo,Melo,Sales,1,49.01,49.01,45.45,3.56,5.8,,-35.69,6.86,24503.23,53.84,49.62,54.45,0.943,1100.29,Distrito Federal,RJ,Brasil,B2C,Representante,Alimentos,,,26-35,Feminino,Anúncio pago,Mobile,Linux,Edge,31,45.45,49.01,3.56,5.34,9.83,18.34,7,0.65,6.26,0.02,4.13,912.76,149.37,0.0,0.0,1.63,7.69,20.28,17.71,9312,1649,111,0.06,0.0,1.6,238,9,3,23,10.11,0.32,18.75,99,1.3,1950.71,15,5.06,0,25.83,46.98,26.02,,139,,,,2462.79,2764.13,16099.25,37176.51,5.35,1320.13
1000,2022-12-05,2022,12,5,TI,Caldeira,da Luz,1,43.2,43.2,35.81,7.39,4.5,,-16.65,4.76,21357.66,46.57,38.09,67.9,1.021,1929.58,Rio Grande do Sul,RN,Brasil,B2C,Telefone,,Consultoria,Básico,36-45,Outro,Referência,Desktop,Windows,Safari,0,35.81,43.2,7.39,2.23,4.91,2.05,0,0.0,9.3,0.0,13.05,9525.06,179.23,47.28,567.36,1.44,11.23,24.81,12.27,10075,1236,42,0.11,0.0,1.3,53,-56,4,32,3.57,1.3,33.65,0,0.0,0.0,44,5.22,268,43.76,20.93,7.12,FuncC,172,,,,17349.86,1086.15,17307.4,31336.48,2.28,0.0
1174,2022-12-05,2022,12,5,TI,Pereira,Cirino,1,26.52,26.52,16.16,10.36,9.5,,61.97,2.43,41282.14,29.77,17.27,9.58,0.967,2983.97,Ceará,CE,Brasil,Pessoa Jurídica,Online,,Desenvolvimento,Gratuito,26-35,Feminino,Email,Mobile,Linux,Safari,0,16.16,26.52,10.36,11.23,29.75,18.69,0,0.0,5.46,0.0,10.39,13353.98,258.5,24.38,292.56,0.88,15.44,14.11,15.99,16856,2695,50,0.05,0.0,2.5,105,-95,3,32,32.05,3.76,55.04,0,0.0,0.0,58,2.41,51,36.33,3.65,21.84,FuncC,184,,,,10926.12,10874.76,21082.71,22725.11,3.21,411.84
1404,2022-12-05,2022,12,5,Varejo,Albuquerque Machado - EI,Rios,1,31.91,31.91,24.32,7.59,5.6,,-0.66,2.56,32101.57,36.31,26.31,3.14,1.069,1226.27,Acre,MS,Brasil,B2B,Loja física,Outros,,,55+,Outro,Direto,Mobile,macOS,Edge,7,24.32,31.91,7.59,54.41,63.03,28.56,13,0.99,6.37,0.0,10.18,76548.04,189.19,0.0,0.0,1.06,16.33,30.99,10.16,8658,879,240,0.01,0.0,2.0,104,95,4,36,34.82,3.09,65.1,209,1.56,3671.82,40,0.78,0,42.08,13.38,11.8,,153,,,,11561.36,26720.08,37132.83,23967.71,2.04,357.18
1932,2022-12-05,2022,12,5,TI,Albuquerque Andrade - EI,Andrade,1,47.97,47.97,35.68,12.29,7.9,,41.4,2.55,31618.46,52.5,36.06,25.2,0.982,904.05,Goiás,MS,Brasil,Pessoa Física,Telefone,,Outros,Básico,55+,Masculino,Referência,Desktop,macOS,Edge,0,35.68,47.97,12.29,211.51,81.51,6.67,0,0.0,10.69,0.0,7.97,884.91,69.56,51.38,616.56,1.6,37.45,53.53,22.42,27557,6178,431,0.01,0.0,3.6,101,-71,5,69,57.69,1.48,87.11,0,0.0,0.0,28,4.86,137,184.35,83.65,14.56,FuncA,309,,,,11228.25,60708.08,45499.08,19544.17,4.44,2596.38
2537,2022-12-05,2022,12,5,TI,Correia Ltda.,Cunha da Serra,1,34.65,34.65,28.48,6.17,7.4,,-38.17,2.44,17363.84,38.6,30.17,67.52,0.99,2212.29,Ceará,RN,Brasil,Pessoa Jurídica,Loja física,,Desenvolvimento,Teste,36-45,Feminino,Busca orgânica,Desktop,Linux,Firefox,0,28.48,34.65,6.17,114.6,76.78,7.0,0,0.0,8.03,0.0,5.09,1.94,50.89,29.21,350.52,1.16,30.2,18.4,21.73,39773,8642,339,0.01,0.0,5.0,180,68,1,57,86.57,9.94,67.88,0,0.0,0.0,10,5.42,87,408.05,17.55,36.77,FuncA,504,,,,9692.46,91448.07,19089.91,3291.1,2.03,35.92
942,2022-12-06,2022,12,6,Varejo,Farias,Duarte das Pedras,1,40.13,40.13,35.21,4.92,5.6,,26.11,4.99,11699.85,45.73,37.14,54.16,0.976,2638.73,Rio Grande do Sul,TO,Brasil,Pessoa Jurídica,Loja física,Alimentos,,,36-45,Masculino,Referência,Tablet,Windows,Chrome,2,35.21,40.13,4.92,15.65,28.06,16.83,7,0.56,4.68,2.54,11.12,10932.08,188.24,0.0,0.0,1.34,11.72,34.92,8.43,6427,541,28,0.18,0.0,3.8,154,-17,5,34,14.27,7.04,21.94,132,1.09,1732.97,25,3.99,0,40.16,94.62,9.73,,187,,,,15103.81,1714.08,16588.75,33812.36,3.28,431.84
998,2022-12-06,2022,12,6,TI,Alves,Porto dos Dourados,1,42.68,42.68,33.87,8.81,8.3,,-24.35,7.66,20158.53,47.3,34.93,81.09,1.005,1950.51,Ceará,RR,Brasil,Pessoa Física,Aplicativo,,Desenvolvimento,Premium,26-35,Outro,Direto,Desktop,Linux,Safari,0,33.87,42.68,8.81,0.0,0.0,4.34,0,0.0,11.53,0.0,13.8,11673.39,180.62,46.0,552.0,1.42,10.82,26.15,12.0,11327,1359,60,0.13,0.0,1.5,20,-45,5,34,3.13,1.43,33.15,0,0.0,0.0,47,5.28,225,59.08,12.39,10.11,Outra,170,,,,17148.63,344.31,16857.77,31485.13,5.76,250.95
1009,2022-12-06,2022,12,6,Varejo,Moura,da Paz,1,43.64,43.64,41.42,2.22,9.3,,12.26,3.26,20906.37,46.64,43.75,48.96,1.097,2144.58,Acre,TO,Brasil,B2C,Telefone,Eletrônicos,,,55+,Outro,Busca orgânica,Mobile,Windows,Safari,5,41.42,43.64,2.22,22.51,34.03,2.94,7,1.97,8.64,0.0,13.09,8549.73,188.04,0.0,0.0,1.45,13.28,33.29,11.38,10121,1151,30,0.11,0.0,1.0,52,-65,1,38,9.14,1.19,30.15,166,1.76,1127.45,49,5.06,0,53.92,16.43,6.62,,174,,,,18425.06,2186.57,17374.36,31666.55,5.48,206.04
1053,2022-12-06,2022,12,6,TI,da Rosa e Filhos,Carvalho de Goiás,1,46.0,46.0,30.64,15.36,9.1,,-33.37,3.74,29208.5,50.95,30.99,34.49,0.966,2518.02,Acre,SE,Brasil,Pessoa Jurídica,Representante,,Treinamento,Teste,36-45,Masculino,Rede social,Mobile,macOS,Edge,0,30.64,46.0,15.36,28.58,38.32,2.26,0,0.0,8.2,0.0,13.02,13830.91,196.86,45.88,550.56,1.53,8.11,19.02,12.37,13989,1730,68,0.06,0.0,1.8,77,-83,4,49,1.81,5.91,29.7,0,0.0,0.0,44,4.66,89,76.68,56.25,1.39,FuncA,143,,,,14817.37,1703.23,16934.42,33042.02,2.57,0.0
1058,2022-12-06,2022,12,6,TI,Leão,Farias da Prata,1,45.33,45.33,30.97,14.36,10.0,,-5.6,6.48,31000.3,47.81,31.43,44.69,0.916,2596.15,Distrito Federal,BA,Brasil,B2B,Aplicativo,,Outros,Teste,26-35,Masculino,Referência,Tablet,Android,Safari,0,30.97,45.33,14.36,25.13,35.67,3.37,0,0.0,7.01,0.0,14.8,24462.67,207.72,51.63,619.56,1.51,6.9,25.04,15.36,14902,2288,45,0.14,0.0,2.1,61,-88,5,48,3.64,5.57,31.02,0,0.0,0.0,50,4.88,279,63.96,60.59,3.63,FuncC,137,,,,15179.8,0.0,17013.92,33223.02,6.77,0.0
1617,2022-12-06,2022,12,6,TI,Jesus,Novaes,1,36.5,36.5,22.75,13.75,7.5,,147.18,4.96,19416.69,41.78,24.21,2.05,1.036,1762.83,Maranhão,MT,Brasil,Pessoa Física,Aplicativo,,Consultoria,Básico,46-55,Outro,Rede social,Desktop,Android,Safari,0,22.75,36.5,13.75,172.16,82.51,2.51,0,0.0,5.85,0.0,2.82,18175.34,63.4,41.79,501.48,1.22,28.57,27.94,12.12,171,20,250,0.02,0.0,5.0,62,-21,1,41,20.13,8.22,63.22,0,0.0,0.0,35,3.47,47,87.23,55.51,6.46,Outra,205,,,,5297.12,38610.15,37581.87,14031.73,2.37,1711.98
1750,2022-12-06,2022,12,6,Varejo,Porto,Vargas das Pedras,1,36.04,36.04,32.41,3.63,8.2,,72.92,3.08,25690.73,39.85,33.64,58.36,0.999,245.54,Rondônia,RJ,Brasil,Pessoa Física,Aplicativo,Alimentos,,,55+,Masculino,Referência,Mobile,iOS,Edge,15,32.41,36.04,3.63,157.94,81.42,6.52,1,0.67,7.24,0.61,2.85,1565.05,28.88,0.0,0.0,1.2,40.68,69.81,13.96,22021,3074,227,0.01,0.0,1.8,100,-93,1,52,42.23,6.21,81.56,330,0.36,1727.13,42,6.75,0,67.48,12.67,7.35,,272,,,,5845.0,68081.17,45821.31,14582.6,5.03,1727.54
2288,2022-12-06,2022,12,6,Varejo,Rocha,Moraes das Pedras,1,58.57,58.57,55.31,3.26,8.6,,71.81,9.54,12226.24,63.57,55.86,9.54,0.975,597.11,Goiás,PE,Brasil,Pessoa Jurídica,Online,Roupas,,,46-55,Masculino,Referência,Mobile,macOS,Outro,2,55.31,58.57,3.26,151.57,72.13,3.75,4,2.06,8.63,0.67,5.5,43.88,94.42,0.0,0.0,1.95,34.34,67.75,23.66,44595,10551,470,0.02,0.0,1.6,52,56,4,43,56.91,11.57,60.74,124,1.54,1797.25,15,3.48,0,268.0,91.91,29.95,,467,,,,18968.06,65496.0,37437.78,17407.69,6.32,2412.73
215,2022-12-07,2022,12,7,TI,Brito,Carvalho,1,28.28,28.28,25.97,2.31,6.6,,-40.48,1.8,4789.11,32.08,26.23,20.99,0.988,1375.71,Paraíba,MA,Brasil,B2B,Online,,Consultoria,Gratuito,18-25,Masculino,Email,Desktop,macOS,Chrome,0,25.97,28.28,2.31,48.28,63.06,3.01,0,0.0,5.32,0.0,1.78,30.73,121.25,28.49,341.88,0.94,4.63,13.26,3.45,10441,360,187,0.01,0.01,1.0,140,74,4,9,18.06,11.84,6.27,0,0.0,0.0,3,7.81,145,25.39,48.42,9.85,FuncA,33,,,,4478.49,0.0,12628.57,16649.78,4.19,237.89
455,2022-12-07,2022,12,7,Varejo,da Cunha da Rocha e Filhos,da Rosa do Campo,1,42.24,42.24,60.7,4.21,7.0,,-32.82,3.27,15411.63,47.2,40.54,64.53,1.004,1820.06,Maranhão,PI,Brasil,B2C,Loja física,Móveis,,,18-25,Masculino,Email,Tablet,Windows,Edge,50,38.03,42.24,4.21,39.08,48.06,3.6,12,0.65,7.73,1.54,1.68,0.86,173.37,0.0,0.0,1.41,1.16,4.98,1.43,259,3,90,0.04,0.0,3.8,135,-63,3,23,8.66,9.58,19.03,97,1.77,1518.47,10,5.29,0,207.81,12.57,14.99,,69,,,,3640.28,14587.41,13438.01,20899.47,4.59,149.41
515,2022-12-07,2022,12,7,TI,Melo,Borges,1,48.82,48.82,44.71,4.11,8.9,,-3.69,5.27,99.29,55.08,46.93,78.7,1.079,2409.74,Acre,PR,Brasil,B2B,Representante,,Outros,Teste,18-25,Masculino,Referência,Tablet,Windows,Chrome,0,44.71,48.82,4.11,21.19,30.27,0.0,0,0.0,10.5,0.0,1.13,1.67,218.58,52.05,624.6,1.63,0.75,12.14,2.24,979,21,120,0.04,0.49,1.2,88,-55,3,20,16.3,5.79,10.67,0,0.0,0.0,11,3.92,276,116.58,62.0,32.25,FuncC,84,,,,5346.25,3875.5,11061.37,26899.55,5.89,499.92
596,2022-12-07,2022,12,7,TI,Câmara Melo e Filhos,Pires de Teixeira,1,50.71,50.71,36.1,14.61,7.6,,9.05,9.91,12187.13,57.14,36.51,31.34,0.909,2071.85,Sergipe,PA,Brasil,Pessoa Física,Online,,Consultoria,Gratuito,46-55,Outro,Direto,Tablet,macOS,Safari,0,36.1,50.71,14.61,0.0,0.0,1.0,0,0.0,12.57,0.0,1.85,3.06,208.71,40.71,488.52,1.69,0.43,0.01,9.62,9622,925,176,0.06,0.0,2.7,45,12,1,10,22.54,3.72,23.3,0,0.0,0.0,1,1.92,58,71.1,69.82,23.32,Outra,130,,,,8047.32,12835.45,10638.99,24187.4,3.41,1136.71
1008,2022-12-07,2022,12,7,TI,Novaes S.A.,Azevedo,1,43.25,43.25,40.23,3.02,7.6,,8.0,7.52,20531.05,48.62,42.07,54.83,1.086,2079.95,Pernambuco,AP,Brasil,Pessoa Física,Representante,,Desenvolvimento,Gratuito,46-55,Masculino,Email,Tablet,Linux,Chrome,0,40.23,43.25,3.02,23.89,35.58,1.27,0,0.0,8.86,0.0,12.61,7202.5,184.62,51.81,621.72,1.44,13.16,34.27,11.14,9407,1047,34,0.22,0.0,1.2,66,-81,1,36,10.92,1.2,30.94,0,0.0,0.0,47,5.46,190,46.67,16.89,5.81,FuncA,171,,,,18510.2,1535.15,17023.39,31342.29,6.31,118.66
1310,2022-12-07,2022,12,7,TI,das Neves Leão - ME,Rodrigues,1,30.28,30.28,22.1,8.18,7.1,,-12.46,5.22,31642.21,34.31,23.51,25.29,0.938,162.15,Rio Grande do Sul,SC,Brasil,B2B,Online,,Suporte,Básico,46-55,Outro,Anúncio pago,Desktop,macOS,Chrome,0,22.1,30.28,8.18,129.61,81.06,28.67,0,0.0,5.33,0.0,12.89,77756.67,255.92,29.24,350.88,1.01,11.49,24.29,10.88,11594,1261,184,0.03,0.0,1.2,134,-38,3,25,25.93,4.13,55.59,0,0.0,0.0,48,1.46,420,118.29,8.32,24.03,FuncC,153,,,,7803.95,7545.08,30327.81,22585.01,2.79,462.55
1551,2022-12-07,2022,12,7,TI,da Luz S.A.,Duarte da Serra,1,29.77,29.77,18.23,11.54,8.3,,78.57,5.82,18403.24,33.47,20.02,16.8,0.971,2434.07,Rio Grande do Norte,GO,Brasil,B2C,Aplicativo,,Suporte,Básico,36-45,Feminino,Email,Mobile,macOS,Firefox,0,18.23,29.77,11.54,176.99,85.6,3.45,0,0.0,3.58,0.0,7.37,1432.19,120.12,34.19,410.28,0.99,26.37,33.72,8.96,3900,349,146,0.04,0.0,1.3,158,-39,4,47,21.0,3.33,67.84,0,0.0,0.0,37,1.1,208,112.92,54.25,1.3,FuncA,179,,,,8344.84,33472.74,34115.45,18429.78,3.17,1656.27
1792,2022-12-07,2022,12,7,TI,Silva,Correia de Pimenta,1,39.0,39.0,25.5,13.5,5.4,,36.66,5.04,26621.93,41.77,28.01,96.86,1.043,634.24,Piauí,RN,Brasil,B2B,Representante,,Desenvolvimento,Básico,46-55,Feminino,Email,Tablet,macOS,Chrome,0,25.5,39.0,13.5,188.64,82.87,2.99,0,0.0,11.52,0.0,3.11,1233.16,79.11,33.22,398.64,1.3,43.47,76.86,17.67,25138,4441,338,0.01,0.0,2.4,131,20,2,57,49.72,0.12,95.81,0,0.0,0.0,24,6.02,18,126.65,9.42,4.43,FuncA,270,,,,6893.31,78257.4,51845.01,12223.9,5.5,2327.22
2723,2022-12-07,2022,12,7,TI,Peixoto,Barros dos Dourados,1,40.19,40.19,37.05,3.14,5.6,,16.11,4.46,34699.05,44.4,38.4,69.51,1.072,1515.49,Alagoas,PI,Brasil,Pessoa Jurídica,Aplicativo,,Consultoria,Gratuito,26-35,Outro,Busca orgânica,Tablet,Linux,Outro,0,37.05,40.19,3.14,68.1,62.89,3.97,0,0.0,6.42,0.0,7.24,22.01,42.78,32.52,390.24,1.34,29.09,45.23,20.94,43398,9087,524,0.01,0.0,4.8,72,7,2,54,92.18,7.82,55.43,0,0.0,0.0,6,6.4,20,432.69,81.16,67.43,Outra,566,,,,22220.35,183874.65,17919.24,16528.49,2.85,2099.68
393,2022-12-08,2022,12,8,TI,da Rosa Câmara e Filhos,Vargas das Flores,1,39.19,39.19,24.56,14.63,3.4,,-48.37,2.15,17060.31,41.16,25.94,95.32,1.051,2379.44,Paraná,PE,Brasil,Pessoa Física,Telefone,,Suporte,Básico,18-25,Outro,Referência,Mobile,Android,Edge,0,24.56,39.19,14.63,0.0,0.0,4.66,0,0.0,7.66,0.0,1.45,2.25,176.76,39.93,479.16,1.31,1.13,17.23,2.67,12168,324,29,0.07,0.0,2.6,67,58,2,17,15.46,12.65,9.89,0,0.0,0.0,3,5.06,154,169.36,23.1,11.61,Outra,61,,,,333.76,13710.58,12650.4,21299.17,2.37,125.03
948,2022-12-08,2022,12,8,TI,Vieira S.A.,Montenegro,1,38.39,38.39,33.76,4.63,4.2,,36.75,3.93,11213.67,40.64,36.83,53.75,1.029,2711.77,Rio Grande do Norte,CE,Brasil,B2C,Telefone,,Suporte,Premium,18-25,Masculino,Direto,Desktop,Linux,Chrome,0,33.76,38.39,4.63,33.82,46.84,16.24,0,0.0,5.46,0.0,11.61,8158.75,190.95,43.31,519.72,1.28,12.66,27.78,9.21,9400,865,25,0.16,0.0,3.6,106,7,5,30,19.07,6.81,21.53,0,0.0,0.0,32,3.5,379,11.57,93.96,11.27,FuncC,182,,,,15430.27,7037.95,15139.56,33243.63,5.03,867.78
949,2022-12-08,2022,12,8,TI,Pereira S/A,da Conceição de Ribeiro,1,38.8,38.8,35.78,3.02,6.6,,32.24,4.73,10257.2,41.64,37.69,52.19,1.035,2667.72,Piauí,RJ,Brasil,Pessoa Jurídica,Loja física,,Outros,Teste,55+,Feminino,Rede social,Tablet,macOS,Outro,0,35.78,38.8,3.02,36.95,48.78,16.45,0,0.0,5.54,0.0,11.9,8551.19,187.8,43.45,521.4,1.29,13.84,27.2,10.06,8772,882,8,0.59,0.0,3.4,114,0,5,30,17.64,7.0,23.23,0,0.0,0.0,31,3.37,399,18.23,99.17,11.27,FuncA,177,,,,15258.9,5946.72,15237.93,33244.55,2.64,883.78
1592,2022-12-08,2022,12,8,TI,Araújo,Castro Paulista,1,35.19,35.19,21.92,13.27,9.3,,136.17,5.44,31669.46,37.43,22.81,7.12,1.053,1911.9,Rio de Janeiro,AM,Brasil,Pessoa Física,Representante,,Desenvolvimento,Básico,36-45,Masculino,Email,Tablet,Linux,Safari,0,21.92,35.19,13.27,166.22,82.53,2.8,0,0.0,4.68,0.0,3.76,3602.12,69.72,30.99,371.88,1.17,25.87,36.91,12.31,1357,167,172,0.03,0.0,3.0,33,-48,4,37,18.53,5.79,69.76,0,0.0,0.0,36,3.06,92,86.01,73.22,2.58,Outra,198,,,,6826.4,40186.23,37807.99,13440.63,4.16,1871.59
2796,2022-12-08,2022,12,8,TI,Teixeira Ltda.,Vasconcelos,1,33.42,33.42,24.09,9.33,6.9,,73.18,3.94,25289.85,35.4,26.06,63.55,0.966,282.7,Espírito Santo,MT,Brasil,Pessoa Jurídica,Telefone,,Consultoria,Básico,36-45,Feminino,Email,Desktop,macOS,Edge,0,24.09,33.42,9.33,63.42,65.49,9.75,0,0.0,5.02,0.0,8.29,169.27,131.06,33.28,399.36,1.11,20.7,13.23,12.21,43511,5312,455,0.01,0.0,4.0,47,-88,4,38,91.69,13.29,57.34,0,0.0,0.0,6,1.59,154,460.47,89.79,57.5,FuncC,602,,,,13229.78,177494.06,18223.21,18113.33,3.96,1102.51
